borrower_id,age,occupation,monthly_income,income_consistency_score,utility_delay_days,debt_to_income_ratio,active_loans,upi_transactions,previous_default,loan_status
BORR05864,29,Small Business Owner,44081.82,81,4,0.272,0,188,0,1
BORR05865,58,Freelancer,12207.5,58,4,0.289,0,178,0,1
BORR05866,50,Kirana Owner,48824.04,75,0,0.095,2,95,0,1
BORR05867,25,Kirana Owner,32522.53,76,1,0.3,0,180,0,1
BORR05868,21,Kirana Owner,64907.25,78,1,0.208,1,193,0,1
BORR05869,21,Small Business Owner,48747.86,69,1,0.193,0,104,0,1
BORR05870,40,Kirana Owner,32089.1,84,1,0.172,1,231,0,1
BORR05871,31,Driver,25397.34,65,2,0.247,0,206,0,1
BORR05872,46,Driver,27883.09,61,1,0.174,1,192,0,1
BORR05873,23,Delivery Partner,27270.69,76,1,0.187,0,64,0,1
BORR05874,26,Kirana Owner,59728.5,72,3,0.339,1,181,0,1
BORR05875,31,Delivery Partner,27759.23,65,2,0.136,2,82,0,1
BORR05876,28,Kirana Owner,66577.36,82,3,0.322,2,170,0,1
BORR05877,49,Kirana Owner,42426.3,78,0,0.28,0,122,0,1
BORR05878,30,Driver,26670.39,87,0,0.199,0,105,1,1
BORR05879,54,Driver,25126.57,81,0,0.292,0,107,0,1
BORR05880,44,Kirana Owner,52496.56,77,2,0.359,1,112,0,1
BORR05881,37,Driver,20399.95,67,1,0.311,0,204,0,1
BORR05882,52,Kirana Owner,30967.54,66,1,0.201,1,160,0,1
BORR05883,31,Driver,28045.07,75,3,0.294,1,210,0,0
BORR05884,54,Small Business Owner,63513.08,73,1,0.384,0,162,1,1
BORR05885,44,Small Business Owner,41653.89,86,2,0.207,0,117,0,1
BORR05886,25,Delivery Partner,16360.55,86,2,0.31,0,148,0,1
BORR05887,49,Driver,16320.64,62,0,0.25,1,150,0,1
BORR05888,54,Small Business Owner,36305.68,66,2,0.38,0,198,0,0
BORR05889,36,Kirana Owner,61427.36,61,0,0.241,1,117,0,1
BORR05890,45,Driver,33147.37,71,1,0.226,0,173,0,1
BORR05891,57,Small Business Owner,27320.0,89,0,0.241,1,128,0,1
BORR05892,28,Delivery Partner,24387.09,82,2,0.288,1,134,0,0
BORR05893,49,Delivery Partner,26440.34,80,1,0.265,0,119,0,1
BORR05894,45,Small Business Owner,56572.74,77,1,0.249,0,157,1,1
BORR05895,43,Kirana Owner,57033.83,71,1,0.324,1,131,0,1
BORR05896,54,Delivery Partner,21698.51,87,0,0.274,1,202,0,1
BORR05897,23,Delivery Partner,22567.02,83,1,0.177,2,168,0,1
BORR05898,50,Kirana Owner,38049.32,88,2,0.297,1,90,0,0
BORR05899,54,Kirana Owner,46580.66,69,1,0.17,1,196,0,1
BORR05900,52,Delivery Partner,19774.0,75,0,0.315,0,158,0,1
BORR05901,49,Kirana Owner,61946.22,65,0,0.126,0,186,0,1
BORR05902,29,Driver,17662.3,70,0,0.199,1,176,0,1
BORR05903,22,Delivery Partner,13581.27,63,5,0.665,2,61,1,0
BORR05904,59,Kirana Owner,43277.45,83,0,0.264,0,173,0,1
BORR05905,27,Delivery Partner,13401.49,42,4,0.874,2,85,1,0
BORR05906,25,Kirana Owner,36083.01,90,3,0.237,1,260,0,1
BORR05907,28,Delivery Partner,27579.07,56,1,0.254,1,103,0,1
BORR05908,52,Delivery Partner,21996.42,75,0,0.214,0,118,0,1
BORR05909,38,Small Business Owner,76610.01,100,0,0.188,0,149,0,1
BORR05910,58,Delivery Partner,14859.75,28,0,0.675,4,56,1,0
BORR05911,38,Delivery Partner,30670.59,76,1,0.124,0,131,0,1
BORR05912,36,Small Business Owner,41646.97,86,1,0.361,1,144,0,1
BORR05913,41,Delivery Partner,26562.0,70,0,0.342,0,165,0,1
BORR05914,30,Driver,20227.37,67,1,0.15,1,185,0,1
BORR05915,24,Freelancer,50655.59,77,0,0.166,0,217,0,1
BORR05916,28,Kirana Owner,47867.69,41,5,0.889,2,65,0,1
BORR05917,39,Freelancer,42971.76,85,0,0.142,0,179,0,1
BORR05918,60,Freelancer,18685.15,86,0,0.376,0,114,0,1
BORR05919,60,Delivery Partner,33633.46,70,1,0.188,1,173,0,1
BORR05920,29,Freelancer,51650.3,81,1,0.201,1,104,0,1
BORR05921,50,Small Business Owner,24705.87,46,9,0.577,4,107,1,0
BORR05922,37,Freelancer,38384.48,86,1,0.275,2,108,0,1
BORR05923,60,Small Business Owner,60674.21,85,0,0.176,1,223,1,1
BORR05924,35,Driver,33158.21,83,2,0.295,0,210,0,1
BORR05925,24,Kirana Owner,59425.94,82,1,0.203,1,77,0,1
BORR05926,26,Delivery Partner,32192.76,78,0,0.143,2,199,0,1
BORR05927,36,Kirana Owner,40929.25,96,0,0.331,0,172,0,1
BORR05928,46,Delivery Partner,28647.87,86,1,0.359,1,152,0,1
BORR05929,57,Freelancer,17803.41,75,1,0.191,1,138,0,1
BORR05930,43,Kirana Owner,33366.2,61,4,0.084,1,183,0,1
BORR05931,33,Small Business Owner,26597.11,63,7,0.948,3,108,1,0
BORR05932,37,Kirana Owner,64166.56,70,1,0.34,0,169,0,1
BORR05933,47,Kirana Owner,38717.88,64,0,0.114,1,113,0,1
BORR05934,42,Driver,17440.7,88,1,0.25,1,217,0,1
BORR05935,57,Kirana Owner,48110.32,78,0,0.368,1,102,0,1
BORR05936,39,Freelancer,20129.21,84,1,0.348,1,160,0,1
BORR05937,59,Kirana Owner,56040.88,65,0,0.256,1,205,0,1
BORR05938,55,Kirana Owner,44957.56,86,2,0.115,0,149,0,1
BORR05939,33,Kirana Owner,57284.86,93,0,0.355,1,199,0,1
BORR05940,34,Delivery Partner,16704.86,78,1,0.253,1,130,1,0
BORR05941,51,Kirana Owner,46397.45,72,0,0.265,1,142,0,1
BORR05942,22,Driver,19460.09,69,1,0.312,0,224,0,1
BORR05943,59,Driver,26899.6,28,5,0.769,4,111,0,0
BORR05944,57,Kirana Owner,56176.58,89,0,0.247,1,219,0,1
BORR05945,34,Kirana Owner,52922.77,74,0,0.249,1,164,0,1
BORR05946,29,Small Business Owner,52786.84,73,2,0.172,0,195,1,1
BORR05947,30,Delivery Partner,27011.0,78,2,0.278,1,194,0,1
BORR05948,27,Delivery Partner,23567.81,56,7,0.781,2,51,0,0
BORR05949,48,Small Business Owner,46906.42,64,2,0.287,0,156,1,1
BORR05950,45,Small Business Owner,54306.37,59,0,0.173,0,144,0,1
BORR05951,48,Small Business Owner,31286.3,42,9,0.875,3,138,0,0
BORR05952,22,Small Business Owner,25574.81,62,7,0.805,1,99,0,0
BORR05953,37,Kirana Owner,68811.79,84,1,0.254,1,114,0,1
BORR05954,24,Kirana Owner,54690.46,69,0,0.279,1,98,0,1
BORR05955,33,Delivery Partner,24190.76,73,5,0.801,2,116,1,0
BORR05956,38,Freelancer,55293.61,75,0,0.19,1,151,0,1
BORR05957,23,Kirana Owner,41911.04,85,0,0.133,0,140,0,1
BORR05958,57,Driver,19889.48,96,2,0.137,2,171,0,1
BORR05959,53,Small Business Owner,67456.02,98,0,0.193,0,140,0,1
BORR05960,44,Delivery Partner,19306.26,73,0,0.316,2,175,0,0
BORR05961,28,Delivery Partner,26750.74,68,5,0.339,0,184,0,0
BORR05962,55,Delivery Partner,26364.73,78,0,0.398,0,204,0,0
BORR05963,22,Kirana Owner,31685.28,82,0,0.349,1,158,0,1
BORR05964,53,Delivery Partner,21891.99,72,1,0.227,0,176,0,1
BORR05965,32,Kirana Owner,29056.44,73,1,0.234,0,135,0,1
BORR05966,42,Small Business Owner,40265.25,90,1,0.257,1,204,0,1
BORR05967,33,Freelancer,28126.14,67,5,0.36,0,169,1,0
BORR05968,30,Driver,13759.68,44,2,0.602,3,99,0,0
BORR05969,37,Driver,18088.81,88,1,0.254,1,122,0,1
BORR05970,25,Delivery Partner,27999.06,88,3,0.195,0,113,0,1
BORR05971,29,Kirana Owner,72043.42,88,0,0.228,2,137,0,1
BORR05972,33,Kirana Owner,64614.98,100,3,0.231,1,118,0,1
BORR05973,43,Delivery Partner,18098.47,83,0,0.287,0,177,0,1
BORR05974,50,Small Business Owner,73436.77,77,3,0.151,2,181,1,1
BORR05975,24,Freelancer,55943.99,68,3,0.247,0,126,0,1
BORR05976,41,Delivery Partner,29766.12,72,0,0.154,0,247,0,1
BORR05977,29,Delivery Partner,21129.15,60,6,0.682,4,104,0,0
BORR05978,27,Delivery Partner,16559.26,42,5,0.507,2,152,0,0
BORR05979,36,Delivery Partner,33727.0,81,0,0.17,0,179,0,1
BORR05980,43,Driver,30751.6,75,2,0.329,0,56,0,1
BORR05981,43,Small Business Owner,66897.19,68,0,0.185,0,69,0,1
BORR05982,51,Small Business Owner,33683.82,49,4,0.771,3,132,0,0
BORR05983,25,Driver,18779.14,76,1,0.287,1,181,0,1
BORR05984,26,Delivery Partner,28683.23,62,5,0.782,3,72,0,0
BORR05985,21,Freelancer,13320.38,38,10,0.784,1,119,0,0
BORR05986,48,Small Business Owner,66476.88,26,6,0.521,4,89,0,0
BORR05987,38,Delivery Partner,18722.46,74,3,0.29,1,178,0,1
BORR05988,44,Delivery Partner,16051.48,72,0,0.248,0,164,0,1
BORR05989,33,Small Business Owner,33031.6,74,0,0.29,0,162,0,1
BORR05990,53,Delivery Partner,25946.18,74,0,0.073,0,230,0,1
BORR05991,30,Driver,23973.58,52,8,0.795,1,94,0,0
BORR05992,27,Delivery Partner,25641.92,82,0,0.284,0,138,0,0
BORR05993,57,Small Business Owner,70017.9,82,0,0.25,2,169,0,1
BORR05994,52,Driver,21040.27,77,0,0.196,0,139,0,0
BORR05995,42,Driver,18196.23,54,6,0.474,4,155,0,0
BORR05996,36,Freelancer,23540.68,61,0,0.259,0,160,0,1
BORR05997,44,Freelancer,50667.54,68,0,0.23,0,122,0,1
BORR05998,34,Small Business Owner,47496.58,78,1,0.224,0,178,0,1
BORR05999,31,Kirana Owner,35089.67,79,1,0.235,1,146,0,1
BORR06000,39,Delivery Partner,20688.21,32,6,0.506,2,81,0,1
BORR06001,43,Delivery Partner,31680.56,73,0,0.166,0,201,0,1
BORR06002,54,Kirana Owner,51262.25,59,2,0.427,0,181,0,0
BORR06003,60,Freelancer,43995.61,83,0,0.172,1,140,0,1
BORR06004,33,Freelancer,26261.54,59,0,0.238,0,140,0,0
BORR06005,59,Delivery Partner,29999.98,51,7,0.543,2,153,0,0
BORR06006,48,Kirana Owner,39113.57,61,1,0.308,0,170,0,0
BORR06007,60,Kirana Owner,65829.23,97,0,0.142,0,168,0,1
BORR06008,36,Delivery Partner,22703.05,52,14,0.604,2,125,0,0
BORR06009,48,Kirana Owner,38559.75,78,0,0.329,0,176,0,0
BORR06010,24,Driver,17461.42,76,0,0.197,1,132,0,1
BORR06011,48,Driver,33184.79,61,0,0.219,1,178,0,1
BORR06012,32,Freelancer,58866.84,93,0,0.204,0,194,0,1
BORR06013,36,Kirana Owner,52656.27,85,0,0.223,0,145,0,1
BORR06014,56,Delivery Partner,16552.29,73,1,0.236,0,181,0,1
BORR06015,40,Freelancer,24243.41,65,3,0.174,0,168,0,1
BORR06016,46,Delivery Partner,29274.05,67,0,0.279,0,237,0,1
BORR06017,46,Kirana Owner,33695.64,71,6,0.725,3,107,1,0
BORR06018,42,Kirana Owner,43360.52,75,2,0.323,0,191,0,1
BORR06019,29,Small Business Owner,34783.23,80,1,0.295,2,161,0,1
BORR06020,25,Small Business Owner,60226.12,35,10,0.766,3,125,1,0
BORR06021,37,Freelancer,53741.57,86,0,0.237,1,183,0,1
BORR06022,54,Kirana Owner,44706.08,86,0,0.199,0,200,0,1
BORR06023,22,Small Business Owner,80344.76,82,0,0.21,0,181,0,1
BORR06024,27,Driver,22230.26,51,8,0.976,3,114,0,0
BORR06025,56,Kirana Owner,43244.58,41,3,0.67,2,121,1,0
BORR06026,33,Freelancer,43423.61,85,2,0.285,0,179,0,1
BORR06027,40,Driver,16384.98,72,1,0.286,0,222,0,1
BORR06028,50,Freelancer,15428.03,51,6,0.785,1,129,0,0
BORR06029,50,Freelancer,37428.26,80,1,0.404,0,160,0,1
BORR06030,31,Delivery Partner,26502.2,31,6,0.755,1,150,1,0
BORR06031,51,Driver,17631.53,73,0,0.239,0,172,0,1
BORR06032,23,Delivery Partner,32793.85,95,2,0.095,2,229,1,1
BORR06033,22,Small Business Owner,55875.94,100,1,0.198,2,141,0,1
BORR06034,23,Driver,23391.63,62,2,0.221,1,162,0,1
BORR06035,35,Small Business Owner,55014.01,83,1,0.275,1,115,0,1
BORR06036,37,Kirana Owner,46643.2,91,0,0.319,1,159,0,1
BORR06037,27,Small Business Owner,78860.64,72,1,0.236,1,182,0,1
BORR06038,25,Delivery Partner,18268.67,84,2,0.246,0,135,1,1
BORR06039,54,Kirana Owner,37361.76,49,4,0.771,3,122,1,0
BORR06040,53,Small Business Owner,62614.76,72,1,0.167,0,176,0,1
BORR06041,36,Kirana Owner,36367.91,77,0,0.238,0,111,1,0
BORR06042,57,Kirana Owner,41805.76,10,7,0.706,2,115,1,0
BORR06043,23,Kirana Owner,61406.48,76,2,0.294,0,147,0,0
BORR06044,41,Delivery Partner,24013.76,23,9,0.75,4,94,0,0
BORR06045,28,Delivery Partner,23717.46,78,2,0.269,1,154,0,0
BORR06046,42,Small Business Owner,40802.41,79,2,0.252,0,160,1,1
BORR06047,25,Small Business Owner,36892.64,49,5,0.884,3,99,1,0
BORR06048,37,Delivery Partner,27451.42,82,1,0.349,1,196,0,1
BORR06049,57,Delivery Partner,17507.96,81,0,0.279,0,151,0,1
BORR06050,34,Kirana Owner,63927.89,86,0,0.25,1,204,1,1
BORR06051,59,Driver,25996.28,72,1,0.266,0,84,0,1
BORR06052,48,Delivery Partner,32077.42,87,0,0.229,0,225,0,1
BORR06053,51,Kirana Owner,59662.63,82,4,0.29,1,161,0,1
BORR06054,37,Kirana Owner,43559.72,77,1,0.305,1,200,0,1
BORR06055,55,Delivery Partner,26478.77,73,0,0.195,1,225,0,0
BORR06056,60,Small Business Owner,76000.98,62,1,0.35,1,137,0,0
BORR06057,42,Kirana Owner,60508.66,66,1,0.282,0,164,0,1
BORR06058,49,Delivery Partner,33579.5,94,0,0.345,0,152,0,1
BORR06059,30,Kirana Owner,51404.67,66,0,0.226,0,116,0,1
BORR06060,38,Freelancer,54768.5,71,0,0.256,0,154,0,1
BORR06061,55,Small Business Owner,71347.13,75,0,0.216,0,158,0,1
BORR06062,36,Kirana Owner,35904.88,78,0,0.295,0,151,0,1
BORR06063,27,Kirana Owner,48159.04,74,2,0.297,0,150,1,1
BORR06064,50,Freelancer,45727.73,84,0,0.126,1,149,1,0
BORR06065,39,Kirana Owner,38114.95,80,0,0.109,0,237,0,1
BORR06066,43,Freelancer,36898.9,83,2,0.341,1,177,0,1
BORR06067,28,Delivery Partner,21476.53,92,0,0.4,2,148,0,1
BORR06068,37,Kirana Owner,35110.01,80,1,0.275,0,137,0,0
BORR06069,41,Small Business Owner,69961.02,34,9,0.716,4,95,1,0
BORR06070,46,Driver,17599.71,56,1,0.265,2,173,0,1
BORR06071,48,Freelancer,32350.8,100,0,0.347,0,195,0,1
BORR06072,59,Small Business Owner,39978.55,95,2,0.262,1,126,0,1
BORR06073,53,Delivery Partner,25760.53,65,8,0.564,3,70,0,0
BORR06074,60,Driver,21191.47,80,0,0.204,0,157,0,1
BORR06075,39,Small Business Owner,67535.71,77,0,0.238,0,150,0,1
BORR06076,49,Driver,23629.37,68,10,0.773,1,53,0,1
BORR06077,40,Delivery Partner,33544.67,82,1,0.213,1,154,0,1
BORR06078,40,Kirana Owner,32988.15,86,1,0.237,1,205,0,1
BORR06079,30,Delivery Partner,35639.22,70,0,0.143,0,136,0,1
BORR06080,32,Freelancer,53942.43,74,0,0.282,0,203,0,1
BORR06081,53,Delivery Partner,34679.87,75,0,0.29,0,141,0,1
BORR06082,45,Delivery Partner,16049.53,83,1,0.182,0,169,0,1
BORR06083,45,Small Business Owner,30456.39,88,0,0.228,0,189,0,1
BORR06084,24,Kirana Owner,40920.72,91,2,0.231,2,154,1,1
BORR06085,24,Driver,23710.46,81,1,0.326,1,168,0,1
BORR06086,29,Freelancer,55430.3,96,2,0.112,0,152,0,1
BORR06087,35,Delivery Partner,22056.78,79,0,0.261,1,219,0,1
BORR06088,46,Delivery Partner,16746.23,96,1,0.347,0,176,0,1
BORR06089,35,Driver,16156.58,88,0,0.145,0,170,0,1
BORR06090,46,Small Business Owner,61094.25,48,5,0.788,2,109,0,0
BORR06091,48,Driver,17483.12,100,0,0.114,0,157,0,1
BORR06092,27,Kirana Owner,41985.9,64,4,0.218,0,183,0,1
BORR06093,52,Kirana Owner,58075.44,93,3,0.171,1,245,0,1
BORR06094,32,Small Business Owner,56367.34,76,0,0.22,0,228,0,1
BORR06095,55,Delivery Partner,20314.89,60,1,0.359,2,106,0,1
BORR06096,52,Small Business Owner,37050.16,100,2,0.203,1,174,0,1
BORR06097,29,Driver,17136.86,52,5,0.562,3,81,1,1
BORR06098,34,Driver,16203.56,76,0,0.105,0,101,0,1
BORR06099,33,Freelancer,51853.7,76,0,0.168,0,142,0,1
BORR06100,53,Kirana Owner,54428.33,89,1,0.242,2,129,0,1
BORR06101,52,Kirana Owner,65432.67,79,0,0.291,1,158,0,1
BORR06102,39,Driver,17769.67,99,1,0.089,2,170,0,1
BORR06103,50,Kirana Owner,35292.43,74,1,0.333,0,180,0,1
BORR06104,36,Driver,26725.33,67,3,0.264,1,183,0,1
BORR06105,32,Freelancer,37452.54,28,9,0.878,2,94,0,0
BORR06106,30,Freelancer,21357.81,82,0,0.311,0,166,0,1
BORR06107,22,Driver,22909.47,68,2,0.183,0,140,0,0
BORR06108,38,Freelancer,49412.43,50,7,0.73,1,85,1,0
BORR06109,33,Kirana Owner,41333.47,70,2,0.313,0,155,0,1
BORR06110,49,Delivery Partner,18309.88,74,1,0.147,0,258,0,1
BORR06111,44,Delivery Partner,27705.82,71,0,0.329,1,183,0,1
BORR06112,58,Delivery Partner,30367.31,92,1,0.253,0,239,0,1
BORR06113,32,Kirana Owner,67833.39,75,0,0.265,1,149,0,1
BORR06114,49,Freelancer,13519.19,92,0,0.213,1,103,1,1
BORR06115,42,Small Business Owner,57962.27,56,3,0.232,2,212,0,1
BORR06116,56,Driver,23752.75,83,0,0.179,0,137,0,1
BORR06117,21,Kirana Owner,48878.07,80,1,0.262,0,180,0,1
BORR06118,60,Delivery Partner,24598.48,90,1,0.049,0,138,1,1
BORR06119,54,Freelancer,51975.11,78,0,0.145,0,124,0,1
BORR06120,54,Driver,24635.38,69,0,0.252,0,180,0,1
BORR06121,53,Driver,23981.93,63,6,0.462,4,128,0,1
BORR06122,24,Freelancer,18206.1,34,7,0.774,2,84,0,0
BORR06123,58,Driver,14950.28,24,6,0.697,2,72,1,0
BORR06124,50,Driver,17771.06,76,0,0.335,0,185,0,1
BORR06125,40,Delivery Partner,30428.46,74,1,0.212,1,113,0,0
BORR06126,46,Delivery Partner,16673.36,95,0,0.151,1,206,0,1
BORR06127,35,Small Business Owner,32095.07,77,1,0.279,0,139,0,1
BORR06128,27,Delivery Partner,32123.93,77,0,0.186,0,234,0,1
BORR06129,27,Driver,15364.22,65,8,0.946,2,44,1,0
BORR06130,49,Delivery Partner,18527.66,75,1,0.18,2,188,0,1
BORR06131,43,Kirana Owner,58591.98,81,1,0.25,0,146,0,1
BORR06132,54,Delivery Partner,25774.86,71,2,0.248,0,157,0,0
BORR06133,40,Kirana Owner,49319.27,77,1,0.332,1,137,0,1
BORR06134,35,Freelancer,31226.9,65,4,0.98,2,127,0,0
BORR06135,53,Delivery Partner,20558.01,22,5,0.613,1,75,0,0
BORR06136,37,Driver,28571.03,69,6,0.926,3,84,0,0
BORR06137,40,Delivery Partner,35470.62,67,0,0.353,0,178,0,1
BORR06138,33,Delivery Partner,37082.11,84,1,0.302,0,167,0,1
BORR06139,44,Delivery Partner,21487.39,75,1,0.262,1,175,0,0
BORR06140,57,Freelancer,46714.65,92,3,0.114,0,183,0,1
BORR06141,27,Delivery Partner,15945.99,76,1,0.327,0,178,0,1
BORR06142,28,Small Business Owner,46661.46,91,2,0.246,1,181,1,1
BORR06143,43,Kirana Owner,39791.07,59,6,0.698,1,85,0,0
BORR06144,34,Kirana Owner,38910.67,66,2,0.214,1,132,0,0
BORR06145,24,Small Business Owner,50105.62,73,0,0.164,0,211,0,1
BORR06146,41,Driver,20857.74,38,4,0.644,2,99,1,0
BORR06147,30,Driver,16683.94,87,0,0.238,0,173,0,1
BORR06148,42,Delivery Partner,26966.89,68,2,0.193,0,157,0,1
BORR06149,50,Kirana Owner,67829.58,83,2,0.28,1,169,0,1
BORR06150,50,Delivery Partner,27480.06,72,2,0.179,0,177,0,1
BORR06151,36,Freelancer,52250.62,75,1,0.401,2,168,0,0
BORR06152,31,Kirana Owner,35659.31,92,0,0.211,1,185,0,1
BORR06153,42,Freelancer,47357.25,23,1,0.637,1,80,1,1
BORR06154,49,Delivery Partner,23909.45,42,5,0.717,4,78,1,0
BORR06155,45,Driver,20241.52,79,2,0.132,1,157,0,1
BORR06156,34,Kirana Owner,37519.63,40,9,0.581,2,114,0,0
BORR06157,34,Delivery Partner,15760.96,82,1,0.304,0,131,0,1
BORR06158,22,Kirana Owner,60547.42,78,0,0.135,1,222,0,1
BORR06159,33,Kirana Owner,42724.3,61,6,0.809,1,99,1,0
BORR06160,23,Freelancer,24564.46,78,3,0.437,1,120,0,1
BORR06161,50,Small Business Owner,52601.6,61,6,0.718,3,59,1,0
BORR06162,38,Small Business Owner,45033.33,79,1,0.291,0,230,0,1
BORR06163,56,Kirana Owner,71287.15,68,2,0.26,1,216,0,1
BORR06164,41,Freelancer,22538.48,66,0,0.287,1,220,0,1
BORR06165,39,Delivery Partner,32461.57,81,0,0.412,0,143,0,1
BORR06166,36,Freelancer,61365.88,80,2,0.108,0,231,0,1
BORR06167,48,Kirana Owner,31793.21,76,1,0.324,1,219,0,1
BORR06168,24,Delivery Partner,21311.52,77,1,0.255,0,165,0,1
BORR06169,35,Freelancer,17666.58,75,7,0.71,2,168,0,0
BORR06170,21,Delivery Partner,20008.58,47,7,0.63,2,133,0,0
BORR06171,36,Freelancer,33028.41,62,5,0.639,1,131,0,0
BORR06172,40,Delivery Partner,20477.67,84,0,0.394,0,229,0,1
BORR06173,53,Driver,24579.93,69,7,0.859,3,130,0,1
BORR06174,37,Freelancer,59464.64,73,0,0.36,0,89,1,1
BORR06175,25,Driver,16698.6,77,0,0.275,0,194,0,1
BORR06176,25,Small Business Owner,27569.47,76,1,0.144,1,202,1,1
BORR06177,59,Kirana Owner,59360.44,78,1,0.228,1,170,0,1
BORR06178,33,Kirana Owner,48621.69,79,1,0.244,0,142,1,1
BORR06179,56,Kirana Owner,34747.62,68,0,0.248,1,143,0,0
BORR06180,50,Driver,29672.99,83,2,0.271,0,149,0,1
BORR06181,24,Small Business Owner,35346.02,73,2,0.274,1,141,0,0
BORR06182,43,Delivery Partner,35698.88,85,1,0.339,2,136,1,1
BORR06183,41,Driver,23820.45,52,9,0.908,2,110,1,1
BORR06184,41,Small Business Owner,62510.07,82,0,0.257,0,192,0,1
BORR06185,26,Kirana Owner,56706.68,34,4,0.964,1,132,0,0
BORR06186,44,Freelancer,57695.67,82,0,0.101,0,216,0,1
BORR06187,51,Freelancer,35407.57,86,1,0.182,0,104,0,1
BORR06188,39,Kirana Owner,44964.31,93,0,0.304,0,175,0,1
BORR06189,58,Kirana Owner,40136.75,60,7,0.673,2,108,0,0
BORR06190,32,Kirana Owner,64861.6,19,8,0.35,4,54,0,0
BORR06191,34,Small Business Owner,25716.05,73,1,0.258,2,152,0,1
BORR06192,32,Kirana Owner,52890.13,91,0,0.164,1,158,0,1
BORR06193,35,Small Business Owner,71754.88,78,0,0.059,1,177,0,1
BORR06194,39,Delivery Partner,18828.21,71,0,0.167,0,122,0,1
BORR06195,48,Small Business Owner,72023.59,68,1,0.116,1,108,0,1
BORR06196,60,Small Business Owner,45654.8,54,8,0.66,4,134,1,0
BORR06197,25,Freelancer,43777.76,81,2,0.28,0,172,0,1
BORR06198,25,Delivery Partner,32090.18,63,1,0.266,0,191,0,1
BORR06199,26,Kirana Owner,67105.04,72,0,0.24,1,153,0,1
BORR06200,43,Kirana Owner,46191.24,83,4,0.683,3,93,1,1
BORR06201,23,Delivery Partner,20607.43,86,2,0.287,0,171,0,1
BORR06202,57,Delivery Partner,23103.77,78,1,0.176,0,125,1,1
BORR06203,53,Freelancer,35705.21,76,2,0.153,1,247,0,1
BORR06204,41,Small Business Owner,69738.99,64,3,0.103,1,179,0,1
BORR06205,40,Kirana Owner,44885.11,32,9,0.426,2,80,0,1
BORR06206,21,Small Business Owner,54425.12,84,1,0.223,1,111,0,1
BORR06207,59,Kirana Owner,69821.35,75,0,0.141,1,136,0,1
BORR06208,37,Kirana Owner,43061.86,73,2,0.318,1,99,0,0
BORR06209,49,Small Business Owner,41209.43,95,1,0.314,1,188,0,1
BORR06210,28,Freelancer,22622.18,42,6,0.754,1,138,1,1
BORR06211,46,Kirana Owner,66500.45,72,0,0.166,0,97,0,1
BORR06212,48,Small Business Owner,27714.91,69,8,0.741,3,112,1,0
BORR06213,54,Freelancer,20357.57,84,0,0.366,0,133,0,1
BORR06214,46,Kirana Owner,49542.85,81,2,0.249,1,105,0,1
BORR06215,33,Delivery Partner,33230.37,77,3,0.249,0,123,0,1
BORR06216,57,Small Business Owner,54475.24,67,0,0.219,1,132,0,1
BORR06217,33,Small Business Owner,67616.11,28,3,0.451,2,60,0,1
BORR06218,58,Delivery Partner,18012.64,59,3,0.133,0,166,0,1
BORR06219,45,Kirana Owner,63760.69,74,0,0.247,0,211,1,1
BORR06220,43,Driver,12598.88,44,6,0.633,1,98,0,0
BORR06221,42,Small Business Owner,77738.83,87,0,0.235,1,189,0,1
BORR06222,41,Driver,18755.17,84,0,0.464,0,176,0,1
BORR06223,50,Kirana Owner,49300.45,84,1,0.206,1,188,0,1
BORR06224,31,Freelancer,50820.87,80,1,0.291,0,100,0,1
BORR06225,24,Driver,11534.17,26,3,0.718,4,46,0,0
BORR06226,53,Freelancer,17745.21,86,1,0.295,0,112,0,1
BORR06227,32,Freelancer,38617.48,51,9,0.504,3,120,1,0
BORR06228,29,Small Business Owner,81537.8,73,1,0.269,2,117,0,1
BORR06229,52,Freelancer,39329.91,84,0,0.222,0,116,0,1
BORR06230,31,Freelancer,27794.68,80,0,0.345,0,140,0,1
BORR06231,57,Driver,18248.54,78,0,0.215,0,180,0,1
BORR06232,44,Small Business Owner,79764.96,82,2,0.319,0,128,0,1
BORR06233,27,Small Business Owner,35412.15,59,0,0.215,1,191,0,1
BORR06234,28,Driver,27592.96,82,0,0.27,1,229,0,1
BORR06235,53,Kirana Owner,64990.13,89,0,0.243,1,102,0,1
BORR06236,45,Delivery Partner,33353.84,85,0,0.259,0,178,0,1
BORR06237,21,Kirana Owner,63611.13,100,3,0.36,0,163,0,1
BORR06238,23,Delivery Partner,37269.41,83,0,0.255,0,168,0,1
BORR06239,60,Kirana Owner,59081.04,77,2,0.247,0,124,0,1
BORR06240,48,Freelancer,18397.5,93,3,0.235,0,141,0,1
BORR06241,53,Delivery Partner,31220.06,69,1,0.305,1,245,0,1
BORR06242,21,Kirana Owner,45332.7,40,8,0.58,1,52,1,0
BORR06243,58,Driver,15320.38,77,1,0.237,1,166,0,1
BORR06244,47,Kirana Owner,58484.45,70,1,0.258,2,165,0,1
BORR06245,58,Small Business Owner,31475.74,85,2,0.206,0,151,1,0
BORR06246,55,Delivery Partner,14589.12,87,1,0.263,1,136,0,1
BORR06247,30,Delivery Partner,24051.66,47,6,0.856,2,106,1,0
BORR06248,32,Freelancer,51582.97,81,0,0.321,1,135,0,1
BORR06249,30,Driver,24452.29,81,1,0.264,2,171,0,1
